ipeds_id,AllStudentTotal
201751,417
201803,126
201821,1006
201858,687
201867,131
201885,29991
201928,13527
201946,4011
201955,6073
201964,4877
201973,8394
201982,66
202046,642
202073,220
202134,14283
202152,230
202161,554
202170,1061
202222,46553
202356,35558
202435,130
202453,65
202480,8857
202514,605
202523,2376
202648,4088
202657,536
202684,438
202763,3736
202806,5273
202888,96
202903,346
202912,525
202949,290
202985,105
203030,210
203085,1196
203128,1404
203146,666
203155,4377
203234,216
203289,82
203331,15938
203368,3267
203386,3363
203438,222
203447,3320
203456,2316
203465,7411
203474,4029
203483,2964
203492,2604
203517,26517
203526,3772
203535,1768
203544,897
203580,1021
203599,10085
203614,549
203678,5315
203720,409
203739,386
203748,15589
203757,1156
203775,1491
203845,1203
203881,3490
203942,133
203960,1648
204006,3423
204015,2473
204024,18422
204121,95
204158,458
204176,1100
204185,2156
204194,2167
204200,1463
204255,2991
204264,1688
204334,178
204422,3814
204431,29
204440,5591
204459,149
204468,1997
204486,4639
204501,2947
204608,1144
204617,1329
204626,419
204635,2364
204662,764
204671,1182
204680,1322
204699,1452
204705,3004
204714,154
204723,249
204769,259
204778,137
204796,49274
204802,721
204820,2137
204839,1674
204848,2070
204857,25968
204866,1439
204884,300
204893,95
204909,1603
204936,2644
204945,17116
204963,58
204981,130
205027,91
205054,726
205090,52
205124,38
205142,211
205179,971
205203,2197
205391,216
205443,3864
205470,31708
205559,290
205841,14472
205887,1152
205957,2497
205966,3790
206011,2972
206039,53
206048,2605
206084,17937
206154,45
206172,176
206181,210
206279,1260
206321,296
206330,2921
206349,806
206394,180
206437,2162
206446,2280
206491,673
206507,1282
206525,1987
206589,2154
206604,13002
206613,1641
206622,4993
206695,12839
206817,1048
206835,1276
206862,1805
206880,92
206905,101
206914,5228
206923,2613
206932,453
206941,16678
206969,26
206996,2981
207041,3567
207050,1977
207069,2784
207087,58
207102,145
207157,312
207209,2337
207236,2898
207254,1637
207263,7933
207272,53
207281,6109
207290,2663
207306,2148
207324,2119
207342,945
207351,1357
207388,22753
207397,8546
207403,2088
207449,17875
207458,1882
207500,24339
207564,3290
207582,3693
207661,4564
207670,10242
207704,26
207722,987
207740,2155
207786,25
207847,3733
207856,712
207865,5297
207935,23778
207962,1390
207971,3601
208017,26
208035,1832
208044,43
208053,310
208123,78
208187,227
208239,661
208275,3692
208318,8732
208390,17590
208406,13712
208415,2054
208433,98
208479,932
208488,1711
208512,424
208637,359
208646,4318
208725,89
208822,2838
208859,51
209038,15685
209056,2240
209065,1585
209074,11238
209083,113
209153,65
209205,95
209241,53
209250,15579
209287,448
209296,40
209409,933
209490,876
209506,8042
209533,116
209542,31121
209551,21184
209603,450
209612,1965
209667,87
209676,169
209694,60
209700,210
209719,68
209746,48270
209807,26501
209825,4241
209922,1506
209940,8762
210076,1509
210146,6594
210155,2603
210234,3443
210270,3232
210304,678
210331,1097
210340,72
210401,2002
210429,5370
210438,200
210474,103
210492,365
210571,2111
210599,626
210605,26337
210669,1859
210711,107
210739,2849
210748,90
210775,2730
210784,299
210809,13805
210942,1146
210951,217
210960,536
211006,468
211024,671
211079,3248
211088,2543
211149,247
211158,9353
211200,376
211273,1419
211291,3742
211307,13401
211316,100
211334,52
211343,4592
211352,1587
211361,6650
211431,1626
211440,7288
211468,1665
211477,1674
211556,1470
211583,1551
211608,765
211617,990
211635,183
211644,4910
211802,259
211893,131
211909,152
211927,16794
211981,2237
212009,2435
212045,390
212054,17010
212106,6451
212115,6776
212133,2225
212160,4674
212197,1682
212230,63
212267,163
212276,134
212294,80
212300,81
212328,165
212337,216
212355,217
212373,47
212382,224
212391,182
212434,462
212452,81
212568,265
212577,2486
212601,3304
212656,1547
212674,2643
212753,220
212771,162
212805,2404
212832,2672
212869,1693
212878,26634
212911,1367
212975,373
212984,2348
212993,83
213002,409
213011,1821
213020,11408
213163,46
213181,537
213215,184
213233,505
213251,1552
213303,1648
213321,2329
213330,28
213349,7861
213358,1585
213367,4328
213376,3454
213385,2647
213400,1886
213455,269
213473,275
213491,66
213507,1845
213525,9970
213534,1666
213543,5356
213552,100
213570,764
213589,406
213598,2190
213613,3722
213622,94
213659,7656
213668,1341
213774,766
213783,1981
213826,2036
213914,453
213932,143
213987,2623
213996,2836
214023,32
214041,7659
214069,2333
214111,16842
214148,385
214157,2223
214166,2856
214175,2481
214254,795
214272,2311
214290,1069
214379,13833
214476,83
214528,529
214582,780
214591,4659
214625,747
214634,595
214643,529
214652,1131
214670,1060
214689,3690
214698,735
214704,3012
214713,4710
214731,1587
214740,672
214759,719
214768,868
214777,43389
214786,553
214795,1038
214801,4570
214810,830
214829,1114
214883,2065
214892,315
214944,527
214971,190
215008,109
215044,296
215053,274
215062,13644
215105,1741
215114,1072
215132,1191
215239,24443
215266,1478
215275,1639
215284,2912
215293,20887
215309,326
215336,74
215381,1053
215390,327
215415,2546
215442,3846
215479,64
215530,118
215585,5925
215594,526
215637,336
215646,613
215655,4640
215682,636
215691,721
215743,2799
215770,5372
215798,1736
215886,73
215929,3861
215947,3273
215974,355
215983,65
215992,277
216010,5999
216038,8573
216047,113
216074,170
216083,554
216162,284
216223,80
216278,2449
216287,1653
216296,1246
216311,116
216339,31942
216357,825
216366,4000
216418,557
216427,107
216436,251
216445,230
216454,215
216524,1532
216542,816
216551,315
216579,159
216597,7826
216630,74
216649,30
216667,1444
216694,1433
216746,122
216764,15898
216773,114
216782,354
216807,1230
216825,7708
216852,3773
216931,2748
216940,263
217013,968
217040,38
217059,4504
217077,1467
217156,7490
217165,3562
217235,8440
217305,3606
217323,699
217402,4533
217420,7990
217475,19389
217484,16983
217493,2018
217518,5313
217536,2019
217572,135
217581,139
217606,351
217615,3297
217624,612
217633,3361
217688,3870
217712,3341
217721,2291
217749,2913
217776,1499
217794,190
217819,11003
217828,73
217837,1564
217864,3132
217873,2230
217882,21256
217891,216
217907,1180
217925,597
217934,1680
217961,979
217989,863
217998,662
218025,7283
218043,193
218061,3774
218070,2821
218113,15700
218140,9056
218159,163
218195,168
218229,2947
218238,2861
218335,394
218353,14571
218399,830
218414,1294
218441,2528
218487,3324
218520,6206
218539,1043
218645,3714
218654,2368
218663,27615
218672,2668
218681,1181
218690,1241
218706,1167
218724,10708
218733,2728
218742,6704
218821,826
218830,6452
218858,4943
218867,35
218885,7784
218894,18207
218919,510
218955,1005
218964,5572
218973,1717
218991,6117
219000,1825
219037,107
219046,5402
219082,4297
219091,1004
219125,150
219143,2462
219170,31
219189,1441
219198,1362
219204,9076
219213,92
219259,4414
219277,1778
219295,922
219338,16
219347,2732
219356,13097
219374,761
219383,1643
219392,23
219408,285
219426,2926
219453,175
219471,9512
219480,1522
219505,135
219587,84
219596,735
219602,11013
219639,1293
219709,6804
219718,5595
219790,1543
219806,1830
219824,10770
219833,1970
219842,273
219851,32
219879,3883
219888,7703
219903,2461
219921,453
219949,2145
219976,3553
219994,1058
220002,433
220057,3493
220075,12575
220118,466
220127,776
220163,46
220181,673
220206,392
220215,1601
220251,400
220279,821
220312,315
220321,1491
220394,264
220400,6263
220464,193
220473,909
220491,298
220516,2494
220552,2387
220598,1604
220604,1008
220613,5409
220631,2083
220640,1158
220701,1070
220710,1240
220756,253
220765,444
220808,291
220853,1634
220862,19958
220978,22481
221050,1122
221096,8014
221102,973
221148,2395
221157,148
221184,11197
221236,539
221281,459
221333,1197
221351,2051
221388,340
221397,7014
221430,524
221485,12720
221494,802
221519,1799
221582,450
221591,675
221607,316
221616,1290
221625,2177
221634,372
221643,15428
221661,2797
221731,1027
221740,11057
221759,23921
221768,7255
221795,121
221829,380
221838,8998
221847,10103
221892,2568
221908,7407
221953,1741
221971,2554
221999,7004
222053,11419
222062,7471
222105,406
222178,3714
222567,8578
222576,13075
222628,386
222822,6831
222831,9427
222877,196
222886,336
222938,1559
222983,1221
222992,62493
223056,119
223083,1020
223117,83
223232,14890
223320,6228
223427,27647
223463,1420
223472,347
223506,6200
223524,25870
223773,15356
223816,29337
223852,64
223898,4630
223922,3144
224004,2017
224013,30
224110,14296
224147,11428
224156,466
224226,3613
224244,252
224271,238
224323,1576
224350,15882
224527,1477
224545,2030
224554,9527
224572,28043
224615,20107
224642,38006
224660,827
224679,1586
224758,59
224776,1042
224828,107
224891,1825
224961,3012
225070,5542
225201,1145
225247,1859
225308,9678
225371,6820
225399,2701
225414,7002
225423,82166
225432,15057
225502,3462
225511,41896
225520,5436
225548,1029
225575,1184
225627,7309
225779,40
225788,93
225876,1044
225885,1145
225991,157
226019,6680
226091,10816
226107,2957
226116,3147
226125,170
226134,13417
226152,7779
226204,10346
226231,3212
226277,1337
226383,1708
226408,5619
226471,3542
226578,13813
226587,1401
226675,422
226806,9442
226833,6157
226860,50
226879,231
226903,1120
226930,17981
227058,218
227146,12684
227155,48
227182,111037
227191,19158
227216,35073
227225,4506
227298,338
227304,8796
227313,413
227322,419
227331,1453
227368,28026
227377,8458
227386,3522
227401,6529
227429,714
227526,8533
227687,3076
227748,509
227757,4147
227766,34357
227836,655
227845,4120
227854,22253
227863,2013
227881,20209
227924,34603
227979,42312
228042,1500
228088,35
228149,2439
228158,12857
228185,61
228200,737
228219,728
228246,6907
228282,143
228316,8375
228325,2131
228343,1430
228431,12235
228459,37365
228468,959
228486,172
228501,2735
228529,12644
228547,77858
228608,6854
228644,1347
228653,1220
228699,5579
228705,7900
228723,56037
228769,42954
228778,43008
228787,19992
228796,24925
228802,8521
228875,9342
228884,1207
228981,1455
229018,7711
229027,29499
229036,704
229063,8961
229115,32641
229160,2089
229179,12131
229267,2487
229300,1034
229337,2529
229355,15992
229416,2005
229425,296
229504,7277
229522,177
229540,5100
229656,485
229780,5225
229799,8516
229814,8377
229832,5316
229841,9731
229887,1600
229957,16
230010,2536
230038,35933
230047,4065
230056,268
230065,242
230144,36
230162,5676
230171,12920
230199,54
230205,43
230214,410
230366,360
230418,2875
230490,3652
230597,6597
230603,13625
230621,307
230630,196
230676,2115
230728,28804
230737,48298
230746,42447
230764,29276
230782,34380
230807,2344
230816,816
230834,2152
230852,4965
230861,9871
230889,235
230898,495
230913,2938
230940,354
230959,3907
230977,196
230995,3751
231004,98
231059,2021
231077,264
231086,404
231095,234
231165,2094
231174,13294
231280,110
231411,747
231420,968
231536,5685
231554,1164
231581,1917
231624,6815
231651,5509
231688,38
231697,5652
231712,5024
231721,34
231785,759
231828,1098
231837,883
231873,1670
231882,4260
232016,290
232025,1029
232043,1307
232052,836
232089,1164
232186,33135
232195,9077
232256,1061
232265,3859
232308,673
232414,13875
232423,21798
232450,14329
232557,59188
232566,5152
232575,9112
232609,2162
232618,472
232672,1364
232681,4864
232706,2753
232724,33
232788,3560
232797,2146
232867,6385
232885,566
232919,972
232937,5152
232946,73657
232982,21924
233019,2958
233037,1898
233082,177
233116,7420
233277,8836
233286,125
233295,1500
233301,704
233310,4321
233329,405
233338,2882
233356,611
233374,3803
233408,375
233426,2113
233480,32
233541,2656
233611,1031
233639,4712
233648,3150
233666,39
233684,6791
233718,345
233754,12210
233772,32982
233897,3325
233903,3007
233921,28000
233949,10130
234030,25889
234076,18667
234085,1769
234119,37
234137,419
234155,4659
234164,1452
234173,1589
234207,1834
234359,225
234377,3483
234492,1123
234650,112
234669,20125
234696,3574
234711,3078
234827,16515
234845,5151
234915,1526
234924,315
234933,14127
234951,5806
234979,9334
235024,672
235088,460
235097,14390
235103,12904
235149,14451
235158,215
235167,4246
235237,10611
235307,187
235316,5411
235334,3021
235343,11638
235352,120
235422,920
235431,10199
235501,624
235547,207
235583,216
235671,6035
235699,5154
235750,4305
235954,28
236018,137
236072,9911
236133,1024
236188,9821
236212,1228
236230,2862
236258,3100
236328,2494
236382,6386
236452,1622
236504,10453
236513,11965
236577,3107
236595,5154
236610,9429
236638,7878
236656,6956
236692,16516
236708,7839
236744,105
236753,9907
236887,6847
236896,1821
236939,28198
236948,39015
236975,4646
237011,16553
237039,6089
237057,1591
237066,2300
237109,5844
237118,1027
237127,22
237136,292
237145,35
237172,66
237181,679
237215,1600
237242,114
237303,138
237312,2469
237321,105
237330,2175
237358,978
237367,4294
237385,2063
237437,670
237473,135
237491,48
237525,11106
237543,177
237552,131
237561,91
237570,125
237598,110
237640,563
237686,3021
237701,1652
237729,188
237783,1177
237792,3936
237817,1925
237844,184
237899,4437
237905,49
237932,2338
237950,1923
237969,1341
237987,198
237996,802
238005,75
238014,2676
238032,24660
238078,879
238096,53
238175,213
238193,1405
238263,22036
238324,545
238333,1501
238397,2582
238430,1829
238458,3009
238476,2885
238573,140
238616,3988
238661,1731
238722,17963
238759,14412
238810,67
238980,2900
239008,4650
239017,1487
239071,1172
239080,1869
239105,8599
239220,3517
239248,21715
239309,679
239318,2681
239372,7840
239390,778
239442,1848
239460,9119
239488,15369
239512,685
239628,774
239716,2120
239743,448
239877,67
239910,3743
239929,287
240055,15347
240107,1978
240116,10874
240125,10878
240170,5710
240189,12472
240198,4298
240240,167
240268,10902
240277,7973
240329,10427
240338,1157
240365,14184
240374,4730
240392,3419
240417,9080
240426,2869
240444,34253
240453,23451
240462,8287
240471,6248
240480,8629
240505,5035
240514,2543
240596,2138
240620,5997
240657,2166
240666,6001
240693,5418
240709,60
240718,570
240727,10954
240736,1370
240745,2732
240754,4061
240790,1439
240879,525
240985,312
241100,558
241128,797
241146,709
241182,599
241191,1328
241216,1752
241225,1628
241304,1503
241331,561
241377,1334
241386,397
241395,667
241410,5742
241517,802
241614,317
241720,1637
241739,11824
241766,438
241836,1548
241906,459
241951,513
242042,652
242112,1302
242121,676
242130,466
242149,579
242413,136
242422,12008
242556,662
242565,575
242583,670
242617,4368
242626,4326
242635,4249
242644,2006
242653,7051
242662,5175
242680,2180
242699,2047
242705,4804
242750,143
242820,1224
242945,348
242954,142
242972,15126
243072,1340
243081,12
243106,3740
243115,3923
243133,4909
243142,4027
243151,3578
243179,4118
243188,1225
243197,12907
243203,345
243212,3279
243221,12555
243346,11060
243443,4765
243568,156
243577,4004
243586,1485
243601,15681
243638,2683
243647,621
243665,2217
243744,8454
243780,33757
243799,59
243823,731
243832,2703
243841,576
244233,565
244279,374
244437,25873
244446,5922
244561,385
244613,226
245069,40
245281,79
245342,880
245421,75
245430,126
245625,3569
245652,365
245777,57
245838,371
245847,139
245883,129
245892,55
245953,2004
245962,588
245980,57
245999,3262
246017,637
246035,423
246071,100
246202,558
246266,641
246354,18034
246406,46
246415,96
246460,190
246813,6257
246895,809
246974,509
247010,46
247047,110
247065,1159
247153,684
247162,14
247409,231
247603,3711
247649,566
247700,132
247773,63
247825,27
247834,45468
247940,5286
248192,43
248305,136
248527,97
248606,2353
248624,122
248633,103
248660,244
248703,237
248846,78
248882,163
248925,1492
248934,17867
249140,414
249238,647
249566,469
249609,274
250027,394
250285,563
250601,496
250744,1090
250902,84
250993,540
251075,334
251260,7132
251312,1268
260336,43
260363,43
260372,315
260664,294
260691,1578
260789,1025
260813,321
260901,40336
260910,282
260929,359
260965,120
260992,1071
261436,1290
261676,113
261685,144
261719,401
261773,31
261861,153
262031,9349
262086,5280
262129,872
262341,836
262369,174
262402,247
262466,122
362700,584
362782,347
363013,109
363077,277
363147,273
363165,1365
363439,408
363633,1771
363679,274
363712,25
363882,99
363907,725
363916,283
363934,936
364016,12427
364025,19559
364168,198
364548,292
364575,38
364627,522
364636,117
364751,156
364760,124
364946,513
364955,673
364964,97
365091,379
365125,224
365198,718
365204,5798
365213,778
365240,44
365374,1811
365383,244
365480,946
365505,50
365693,201
365763,61
365824,281
365833,288
366003,410
366155,40
366191,1379
366252,5885
366261,341
366270,410
366289,329
366340,1088
366395,33424
366401,12994
366438,108
366465,2965
366535,486
366553,1620
366571,22
366623,125
366632,34
366711,15748
366748,539
366960,611
367024,991
367051,134
367088,111
367103,152
367112,1212
367158,126
367334,328
367361,47
367431,30
367459,11098
367875,865
367884,1623
367936,679
367972,147
367981,108
368036,35
368230,228
368364,431
368407,115
368443,1907
368452,328
368540,45
368629,996
368647,47
368771,220
368780,550
368832,58
368911,2391
369109,139
369400,3117
369419,3324
369446,83
369455,105
369516,448
369668,310
369686,243
369695,173
369783,686
369905,336
369950,267
371034,22
371052,598
371690,984
371830,104
371928,161
371964,726
372028,223
372073,326
372082,222
372240,39
372329,2211
372356,94
372462,218
372718,476
372921,948
372958,331
373085,132
373216,127
373456,19
373526,331
373678,272
373696,202
373711,92
373784,1066
374316,77
374343,61
374574,859
374592,87
374875,1149
374927,71
374972,831
374990,95
375106,157
375230,105
375373,316
375407,190
375416,1005
375540,95
375568,39
375656,177
375683,1053
375726,2879
375939,226
375966,197
375984,516
376224,590
376242,291
376288,115
376321,2891
376330,370
376385,655
376446,131
376631,70
376677,188
376695,1399
377111,803
377193,80
377218,233
377272,38
377281,88
377315,85
377342,853
377449,385
377458,483
377485,58
377546,104
377555,6439
377564,5218
377643,78
377652,217
377661,719
377670,142
377722,624
377759,64
378105,279
378576,204
378886,273
378956,1035
379621,85
379746,167
379782,344
380067,135
380359,620
380368,2389
380377,850
380438,590
380456,166
380465,139
380474,375
381255,179
381282,216
381325,225
381361,83
381370,419
381404,523
381486,17
381699,45
381732,162
381866,78
381945,463
382063,51
382258,214
382267,117
382416,82
382461,72
382504,400
382780,198
382896,579
382902,90
382911,112
382957,683
383020,22
383084,1731
383163,660
383190,3694
383279,227
383297,286
383312,102
383330,161
383367,290
383464,172
383525,156
383765,243
383792,193
383950,395
383996,888
384236,697
384245,1075
384254,371
384333,13715
384342,8954
384412,140
384421,94
385132,138
385503,399
385549,105
385619,2140
386153,406
386472,953
387819,54
387925,303
388043,429
388520,535
388663,206
389727,492
389860,225
390905,257
391005,371
391546,241
391759,38
392257,2347
392354,29
392415,487
392840,206
393524,199
393649,1325
393861,912
395362,2442
395690,1071
397942,1629
398130,255
399212,15808
399869,955
399911,417
400080,1371
400187,830
401223,174
401481,57
401764,348
402563,287
402776,79
402800,251
403469,7094
403478,1599
403487,15426
404037,47
404055,372
404338,99
404365,288
404374,223
404383,374
404426,5783
404684,577
404718,63
404806,411
404912,1287
404994,7632
405012,90
405021,65
405058,168
405076,775
405854,228
405872,4314
405997,231
406024,2028
406033,2262
406149,160
406325,282
406413,66
406422,156
406486,113
406547,398
407009,4061
407054,237
407090,599
407142,137
407151,120
407179,138
407355,308
407391,173
407407,210
407425,181
407434,83
407461,152
407470,297
407489,152
407513,588
407522,27
407568,172
407577,183
407595,138
407601,104
407610,84
407683,365
407708,288
407735,55
407832,425
408066,415
408163,84
408385,1107
408729,194
408844,6909
408862,402
409032,544
409120,128
409193,456
409315,42373
409537,78
409591,184
409698,7572
410496,414
410502,1315
410797,373
410964,27
411684,220
411754,54
412173,593
412535,42
412544,198
412599,957
413176,41
413413,17389
413617,426
413626,239
413680,698
413778,278
413802,457
413820,28
413893,1132
413945,135
413972,60
414063,180
414124,484
414461,3192
414489,146
414540,396
414595,174
414823,1617
414869,321
414878,517
414911,3581
414939,446
415039,102
415057,162
415987,593
416458,439
416801,458
417008,198
417062,89
417105,576
417123,244
417248,60
417275,37
417318,8
417327,296
417381,149
417406,44
417442,135
417503,306
417549,283
417600,36
417628,59
417637,122
417646,23
417655,25
417673,23
417682,33
417716,235
417725,104
417734,241
417752,56
417804,141
417831,96
417840,350
417868,72
417886,106
417910,229
417983,67
417992,88
418001,236
418010,68
418029,35
418038,176
418056,65
418065,369
418083,46
418126,561
418171,66
418199,81
418205,514
418223,165
418250,409
418269,194
418278,114
418296,1634
418302,520
418320,913
418339,1040
418348,621
418357,87
418409,838
418427,161
418445,38
418454,281
418481,70
418515,205
418524,63
418533,510
418542,226
418560,104
418588,64
418603,73
418612,19
418658,490
418755,48
418764,83
418773,517
418782,406
418870,322
418889,148
418913,30
418968,289
419031,27
419095,47
419183,384
419217,121
419226,762
419235,252
419244,277
419253,174
419280,33
419332,7
419341,89
419411,216
419420,73
419457,74
419484,28
419633,65
419660,740
419703,970
419712,350
419721,449
420024,413
420042,721
420103,234
420130,192
420255,108
420307,2686
420316,815
420325,130
420343,1215
420370,395
420398,27257
420431,2077
420440,2261
420459,903
420468,344
420538,1947
420556,1647
420574,4852
420608,109
420723,395
420866,54
420981,620
421513,134
421610,62
421665,34
421708,924
421717,44
421771,60
421832,383
421841,258
421878,286
421896,517
422190,65
422695,513
422835,364
423120,732
423397,224
423412,33
423652,716
425250,187
425986,502
426314,16188
427308,196
427335,54
427894,200
427973,379
427982,124
427991,835
428000,190
428019,339
428055,347
428125,134
428143,368
428170,1075
428259,280
428268,226
428286,487
428392,3370
428444,870
429012,673
429128,1441
430157,148
430166,132
430184,3788
430218,154
430227,193
430245,889
430254,100
430306,52
430342,147
430403,173
430485,52
430564,76
430582,473
430670,40
430704,6
430795,256
430810,324
430883,64
430908,107
430935,940
430971,146
431017,110
431071,102
431099,204
431105,178
431123,503
431141,1835
431169,159
431187,60
431196,112
431266,123
431275,97
431284,137
431558,441
431600,182
431628,21
431716,362
431770,22
431886,683
431929,230
431956,307
431965,96
431983,124
432074,415
432117,138
432223,150
432269,135
432302,593
432384,761
432524,147
433004,397
433013,515
433040,40
433068,515
433101,923
433138,278
433165,7
433174,629
433387,104871
433420,399
433536,716
433660,15411
433970,72
434016,216
434061,9161
434140,1413
434159,503
434274,141
434283,73
434292,3
434308,717
434344,341
434362,49
434432,49
434469,114
434496,102
434520,346
434539,293
434584,708
434672,27792
434690,198
434751,158
434821,1475
434830,340
434900,627
434937,25
434973,36
435000,48
436003,249
436030,353
436094,151
436100,21
436191,476
436270,214
436304,3059
436429,5118
436438,210
436483,26
436553,475
436599,123
436614,64
436632,309
436641,224
436650,323
436775,333
436818,1055
436827,801
436836,2164
437097,1786
437103,11091
437237,116
437316,457
437325,376
437556,604
437608,291
437635,640
437705,16
437723,94
437732,391
437750,152
437769,300
437778,389
437857,194
437936,1103
438151,665
438179,392
438221,549
438258,597
438285,649
438337,349
438498,3607
438504,1822
438586,3519
438674,83
438708,780
438735,263
438805,361
438869,45
438984,171
439020,30
439057,11
439118,663
439127,342
439145,7096
439190,4581
439288,1263
439367,990
439394,11
439446,53
439455,498
439473,337
439482,76
439491,458
439507,159
439570,974
439613,206
439622,559
439668,351
439686,324
439701,470
439738,476
439747,278
439774,77
439783,100
439792,617
439844,76
439862,58
439871,147
439899,60
439905,362
439932,24
439969,108
439996,164
440059,1371
440101,245
440174,101
440217,37
440226,110
440262,595
440271,83
440323,334
440332,362
440341,675
440396,151
440402,4794
440411,1
440420,29
440651,1275
440730,766
440749,374
440758,53
440767,25
440776,27
440794,613
440819,110
440828,1213
440855,139
440873,939
440882,145
440989,923
441025,1245
441052,1535
441070,219
441168,58
441210,312
441229,1375
441256,166
441362,345
441371,29501
441380,459
441414,374
441423,458
441487,84
441496,333
441502,540
441511,678
441548,80
441575,808
441593,54
441609,141
441618,46
441636,543
441645,229
441663,552
441672,68
441690,312
441706,72
441742,1275
441760,3646
441788,945
441830,146
441858,360
441876,325
441900,5775
441919,674
441928,707
441937,7819
441973,723
441982,411
442073,732
442134,919
442161,141
442213,83
442222,403
442240,494
442329,1509
442356,2052
442383,204
442426,723
442435,87
442523,99
442569,10751
442602,676
442611,1602
442639,60
442657,207
442718,202
442781,589
442815,406
442842,56
442879,1087
442888,175
442897,106
442930,1276
442949,59
442967,193
442976,234
442985,241
443021,224
443049,254
443058,43
443100,149
443137,428
443146,204
443173,24
443207,436
443216,326
443225,207
443234,205
443252,1448
443261,325
443289,308
443298,78
443322,433
443331,2414
443340,44
443377,130
443410,1037
443483,159
443492,2294
443562,777
443571,152
443599,820
443632,157
443641,299
443650,1140
443669,336
443678,85
443696,36
443748,547
443766,3551
443784,2893
443827,502
443836,719
443951,105
443979,215
444051,182
444088,328
444130,103
444194,172
444200,378
444219,12538
444228,31
444255,358
444264,189
444282,95
444291,145
444307,129
444316,156
444325,63
444334,88
444343,89
444361,110
444370,101
444398,201
444404,47
444413,127
444440,125
444468,27
444486,547
444510,189
444529,123
444547,10
444556,641
444565,496
444583,1256
444592,412
444635,90
444644,42
444662,176
444671,319
444680,80
444714,211
444732,162
444778,82
444787,626
444796,192
444811,370
444857,107
444866,321
444893,609
444936,377
444945,791
444954,2914
444972,361
444990,490
445027,17053
445090,1028
445133,530
445188,7783
445203,800
445212,405
445230,1336
445249,419
445258,381
445267,5530
445300,121
445328,416
445364,982
445391,17
445461,562
445498,46
445540,95
445559,262
445577,107
445638,88
445647,148
445656,202
445692,488
445708,2080
445726,202
445735,718
445744,544
445762,394
445780,52
445799,1608
445841,224
445850,179
445911,960
445948,1226
445957,409
446048,1128
446084,214
446093,229
446109,438
446118,756
446127,262
446136,521
446163,127
446206,49
446224,9
446233,279
446242,208
446251,114
446260,344
446288,121
446303,316
446349,28
446385,318
446394,42
446455,101
446516,39
446525,381
446534,39
446552,2128
446561,1639
446589,236
446598,74
446604,1865
446613,17
446640,870
446677,101
446774,6496
446996,108
447014,401
447023,1316
447050,118
447102,320
447120,343
447148,282
447166,112
447175,97
447263,1119
447272,301
447379,438
447403,713
447421,238
447430,181
447449,56
447458,961
447467,426
447519,128
447582,2003
447591,834
447607,941
447616,973
447634,459
447689,15116
447704,116
447713,95
447722,46
447731,399
447759,228
447768,2059
447777,862
447795,70
447810,476
447847,432
447865,49
447874,341
447883,403
447892,232
447908,59
447917,60
447935,316
447953,586
447962,364
447971,107
447980,114
447999,344
448017,166
448026,173
448044,3
448071,362
448123,284
448150,85
448196,267
448220,176
448239,176
448248,3685
448257,58
448275,31
448284,733
448309,106
448345,744
448354,249
448424,95
448433,1709
448567,45
448576,1137
448585,112
448594,6364
448600,672
448619,828
448646,367
448673,2988
448707,215
448716,173
448734,274
448752,282
448761,180
448770,439
448798,167
448840,5032
448859,203
448886,9837
448895,589
448974,215
448983,335
449010,520
449038,2541
449074,1211
449083,359
449092,280
449117,613
449135,277
449250,766
449311,339
449320,792
449339,71911
449348,151
449357,110
449366,739
449384,769
449393,95
449445,88
449454,74
449463,271
449472,84
449490,286
449506,473
449524,293
449533,143
449597,9
449603,203
449612,197
449658,167
449667,180
449676,344
449685,461
449700,453
449719,242
449728,125
449764,131
449773,361
449782,80
449807,126
449816,866
449834,1
449861,335
449870,197
449889,29
449898,966
449904,165
449931,493
449959,368
449968,398
449977,290
449986,441
449995,290
450021,432
450058,1137
450067,514
450076,117
450085,433
450094,572
450119,364
450128,780
450182,487
450191,551
450289,467
450298,434
450377,1184
450395,175
450401,566
450483,68
450526,384
450535,172
450544,188
450571,1190
450599,110
450605,125
450614,186
450632,198
450641,243
450650,385
450696,762
450702,601
450711,137
450720,659
450757,142
450933,26613
450951,157
450960,388
450979,7430
450988,300
451006,97
451033,12
451042,56
451051,157
451097,200
451103,1271
451121,204
451149,748
451158,855
451167,277
451194,53
451228,401
451237,246
451255,127
451264,185
451282,106
451291,31
451334,332
451343,121
451352,528
451370,72
451398,243
451404,410
451413,617
451459,142
451468,335
451477,1405
451495,64
451501,390
451529,99
451538,271
451547,40
451556,3168
451565,245
451574,193
451583,906
451626,164
451635,81
451662,4666
451671,2387
451714,388
451741,460
451750,1252
451796,730
451820,867
451857,526
451866,550
451875,236
451884,40
451909,907
451918,138
452009,83
452027,509
452072,148
452081,889
452090,71
452106,93
452115,721
452124,536
452373,536
452771,34
452780,24
452887,133
452948,832
453109,99
453163,6998
453215,1262
453297,33
453455,27
453464,49
453756,227
453792,114
454184,741
454227,24527
454236,781
454245,915
454306,189
454458,127
454537,103
454546,91
454555,256
454573,345
454582,328
454607,445
454616,308
454625,587
454652,179
454689,9
454698,748
454722,62
454759,47
454768,360
454777,325
454786,1580
454795,394
454801,144
454810,1972
454829,4854
454847,119
454856,1065
454865,700
454874,66
454908,147
454917,559
454926,337
454935,78
454944,236
454953,59
454962,58
454971,322
454980,128
454999,214
455008,313
455017,33
